,时间戳,日期,时段,年,月,日,星期,是否周末,季度,小时,是否高峰时段,是否夜间,系统负荷-实时,风电出力-实时,光伏出力-实时,水电出力-实时,联络线计划-实时,非市场化机组出力-实时,平均出清价格-实时（元/MWh）
5386,2025-01-07_10:00-11:00,2025-01-07,10:00-11:00,2025,1,7,2,0,1,10,1,0,36757.805,1185.804932,4282.160156,8332.994,-1055.0,13776.152,391.976776
5387,2025-01-07_11:00-12:00,2025-01-07,11:00-12:00,2025,1,7,2,0,1,11,1,0,34343.852,669.806213,5374.63623,8069.868,-1166.0,14283.157,356.216522
5388,2025-01-07_12:00-13:00,2025-01-07,12:00-13:00,2025,1,7,2,0,1,12,1,0,33986.547,573.807983,5964.41748,8053.022,-1924.0,14941.061,352.213287
5389,2025-01-07_13:00-14:00,2025-01-07,13:00-14:00,2025,1,7,2,0,1,13,1,0,33305.961,488.272003,5740.003906,8055.122,-2054.0,14369.933,353.928436
5390,2025-01-07_14:00-15:00,2025-01-07,14:00-15:00,2025,1,7,2,0,1,14,1,0,33626.973,342.824066,4436.669434,8181.865,-2280.0,13120.6,353.93515
5391,2025-01-07_15:00-16:00,2025-01-07,15:00-16:00,2025,1,7,2,0,1,15,1,0,34738.426,178.965988,2398.929932,9982.779,-2375.0,13793.014,371.798676
5392,2025-01-07_16:00-17:00,2025-01-07,16:00-17:00,2025,1,7,2,0,1,16,0,0,36040.055,116.185974,817.700867,11591.452,-910.0,14149.374,372.7883
5393,2025-01-07_17:00-18:00,2025-01-07,17:00-18:00,2025,1,7,2,0,1,17,0,0,36890.035,118.279999,10.7839,11698.034,-1003.0,13830.526,391.900238
5394,2025-01-07_18:00-19:00,2025-01-07,18:00-19:00,2025,1,7,2,0,1,18,0,0,36746.371,157.450027,0.11,11587.85,-373.0,13796.302,372.491974
5395,2025-01-07_19:00-20:00,2025-01-07,19:00-20:00,2025,1,7,2,0,1,19,0,0,37103.441,245.096024,0.04,11411.11,424.0,13731.269,391.852844
5396,2025-01-07_20:00-21:00,2025-01-07,20:00-21:00,2025,1,7,2,0,1,20,0,0,36758.566,357.244965,0.06,10848.621,530.0,13178.09,391.816223
5397,2025-01-07_21:00-22:00,2025-01-07,21:00-22:00,2025,1,7,2,0,1,21,0,0,34395.582,442.1539,0.0,10398.21,-560.0,12610.142,371.331726
5398,2025-01-07_22:00-23:00,2025-01-07,22:00-23:00,2025,1,7,2,0,1,22,0,1,31099.512,524.419006,0.0,9687.685,-2144.0,11909.613,367.493988
5399,2025-01-07_23:00-24:00,2025-01-07,23:00-24:00,2025,1,7,2,0,1,23,0,1,28954.943,713.564026,0.0,9885.354,-3458.0,12025.185,347.978027
5400,2025-01-08_00:00-01:00,2025-01-08,00:00-01:00,2025,1,8,3,0,1,0,0,1,29097.49,719.311096,0.0,8819.97,-2145.0,11002.292,369.558411
5401,2025-01-08_01:00-02:00,2025-01-08,01:00-02:00,2025,1,8,3,0,1,1,0,1,27476.225,610.620056,0.0,8533.575,-2146.0,10698.638,350.419678
5402,2025-01-08_02:00-03:00,2025-01-08,02:00-03:00,2025,1,8,3,0,1,2,0,1,26869.283,439.268982,0.0,8541.308,-2247.0,10718.069,351.533356
5403,2025-01-08_03:00-04:00,2025-01-08,03:00-04:00,2025,1,8,3,0,1,3,0,1,26422.824,333.478943,0.0,8527.186,-2248.0,10669.491,332.055878
5404,2025-01-08_04:00-05:00,2025-01-08,04:00-05:00,2025,1,8,3,0,1,4,0,1,26676.111,269.970032,0.01,8506.646,-2246.0,10620.408,351.512634
5405,2025-01-08_05:00-06:00,2025-01-08,05:00-06:00,2025,1,8,3,0,1,5,0,1,27866.605,313.437042,0.13,8486.579,-2477.0,10575.601,351.620575
5406,2025-01-08_06:00-07:00,2025-01-08,06:00-07:00,2025,1,8,3,0,1,6,0,1,30847.959,355.105042,0.59,8497.562,-3666.0,10565.115,426.000214
5407,2025-01-08_07:00-08:00,2025-01-08,07:00-08:00,2025,1,8,3,0,1,7,0,0,34177.844,497.888,397.771332,8555.72,-2400.0,10989.824,443.852966
5408,2025-01-08_08:00-09:00,2025-01-08,08:00-09:00,2025,1,8,3,0,1,8,1,0,36881.168,747.144043,2262.161865,8846.004,-2670.0,12573.266,444.47052
5409,2025-01-08_09:00-10:00,2025-01-08,09:00-10:00,2025,1,8,3,0,1,9,1,0,36790.664,854.330994,4411.833008,8403.642,-1464.0,13599.59,424.393829
5410,2025-01-08_10:00-11:00,2025-01-08,10:00-11:00,2025,1,8,3,0,1,10,1,0,36693.902,1123.927856,6382.995605,8584.063,-1888.0,15088.438,396.557343
5411,2025-01-08_11:00-12:00,2025-01-08,11:00-12:00,2025,1,8,3,0,1,11,1,0,33735.383,1265.889771,7478.971191,8109.848,-2915.0,15714.35,347.64505
5412,2025-01-08_12:00-13:00,2025-01-08,12:00-13:00,2025,1,8,3,0,1,12,1,0,33513.496,1187.324951,7643.182617,8202.945,-2956.0,16225.26,302.410126
5413,2025-01-08_13:00-14:00,2025-01-08,13:00-14:00,2025,1,8,3,0,1,13,1,0,32663.303,1191.888184,7077.159668,8210.262,-3157.0,15889.197,301.259155
5414,2025-01-08_14:00-15:00,2025-01-08,14:00-15:00,2025,1,8,3,0,1,14,1,0,32660.059,1074.499878,5822.445801,8451.241,-3250.0,14988.155,329.673004
5415,2025-01-08_15:00-16:00,2025-01-08,15:00-16:00,2025,1,8,3,0,1,15,1,0,34143.949,1487.937866,3484.740479,10269.857,-4214.0,14846.452,342.847107
5416,2025-01-08_16:00-17:00,2025-01-08,16:00-17:00,2025,1,8,3,0,1,16,0,0,35955.836,1566.425049,1130.502686,11952.284,-3873.0,14813.25,388.234955
5417,2025-01-08_17:00-18:00,2025-01-08,17:00-18:00,2025,1,8,3,0,1,17,0,0,36939.789,1472.339355,15.207199,11287.714,-4503.0,13602.498,428.008331
5418,2025-01-08_18:00-19:00,2025-01-08,18:00-19:00,2025,1,8,3,0,1,18,0,0,37182.156,1958.656982,0.04,11238.516,-4104.0,13688.906,391.156097
5419,2025-01-08_19:00-20:00,2025-01-08,19:00-20:00,2025,1,8,3,0,1,19,0,0,37461.27,2233.313721,0.03,11196.101,-3732.0,13788.203,426.024658
5420,2025-01-08_20:00-21:00,2025-01-08,20:00-21:00,2025,1,8,3,0,1,20,0,0,37276.262,2991.49707,0.09,10887.111,-3486.0,13672.855,394.05719
5421,2025-01-08_21:00-22:00,2025-01-08,21:00-22:00,2025,1,8,3,0,1,21,0,0,34632.273,3155.678955,0.0,10307.4,-3616.0,13248.327,373.429993
5422,2025-01-08_22:00-23:00,2025-01-08,22:00-23:00,2025,1,8,3,0,1,22,0,1,31465.871,3034.030518,0.0,9514.861,-3995.0,12393.54,351.978668
5423,2025-01-08_23:00-24:00,2025-01-08,23:00-24:00,2025,1,8,3,0,1,23,0,1,29182.463,3040.235352,0.0,9667.979,-3191.0,12455.358,328.676697
5424,2025-01-09_00:00-01:00,2025-01-09,00:00-01:00,2025,1,9,4,0,1,0,0,1,29338.68,3146.463867,0.0,8608.79,-2501.0,11518.204,327.483032
5425,2025-01-09_01:00-02:00,2025-01-09,01:00-02:00,2025,1,9,4,0,1,1,0,1,27869.244,3301.800781,0.0,8593.108,-3000.0,11555.3,317.219147
5426,2025-01-09_02:00-03:00,2025-01-09,02:00-03:00,2025,1,9,4,0,1,2,0,1,26921.445,3385.70752,0.0,8543.942,-3017.0,11646.582,308.086395
5427,2025-01-09_03:00-04:00,2025-01-09,03:00-04:00,2025,1,9,4,0,1,3,0,1,26543.678,3516.068604,0.0,8497.872,-2951.0,11529.008,327.380432
5428,2025-01-09_04:00-05:00,2025-01-09,04:00-05:00,2025,1,9,4,0,1,4,0,1,26761.021,3604.798584,0.01,8517.146,-2798.0,11526.677,313.944275
5429,2025-01-09_05:00-06:00,2025-01-09,05:00-06:00,2025,1,9,4,0,1,5,0,1,28177.799,3541.113037,0.14,8492.479,-2836.0,11492.954,308.347107
5430,2025-01-09_06:00-07:00,2025-01-09,06:00-07:00,2025,1,9,4,0,1,6,0,1,31149.615,3630.568359,0.579,8535.579,-2332.0,11373.513,348.437347
5431,2025-01-09_07:00-08:00,2025-01-09,07:00-08:00,2025,1,9,4,0,1,7,0,0,34664.395,3671.55249,422.939606,8729.043,-2182.0,11952.758,370.412598
5432,2025-01-09_08:00-09:00,2025-01-09,08:00-09:00,2025,1,9,4,0,1,8,1,0,37887.051,3591.693115,2434.603271,8855.973,-1941.0,13353.181,370.843109
5433,2025-01-09_09:00-10:00,2025-01-09,09:00-10:00,2025,1,9,4,0,1,9,1,0,37781.371,2656.984375,4516.775391,8294.466,-1417.0,13980.635,361.980591
5434,2025-01-09_10:00-11:00,2025-01-09,10:00-11:00,2025,1,9,4,0,1,10,1,0,37511.703,2072.683105,6011.352539,8273.523,-574.0,14927.736,353.651581
5435,2025-01-09_11:00-12:00,2025-01-09,11:00-12:00,2025,1,9,4,0,1,11,1,0,34945.25,1672.498901,6915.102051,8270.741,-1691.0,15664.304,308.927185
5436,2025-01-09_12:00-13:00,2025-01-09,12:00-13:00,2025,1,9,4,0,1,12,1,0,35577.223,1443.014893,7059.577637,8513.781,-2622.0,15919.001,337.05423
5437,2025-01-09_13:00-14:00,2025-01-09,13:00-14:00,2025,1,9,4,0,1,13,1,0,34640.047,1411.198853,6393.657227,8369.703,-2691.0,15204.495,334.50174
5438,2025-01-09_14:00-15:00,2025-01-09,14:00-15:00,2025,1,9,4,0,1,14,1,0,34706.836,1472.188354,4677.190918,8157.714,-2556.0,13994.526,354.626953
5439,2025-01-09_15:00-16:00,2025-01-09,15:00-16:00,2025,1,9,4,0,1,15,1,0,36069.168,1440.151123,2882.674316,10042.812,-3787.0,14608.289,371.590576
5440,2025-01-09_16:00-17:00,2025-01-09,16:00-17:00,2025,1,9,4,0,1,16,0,0,37565.305,1473.216064,926.112,11859.276,-2761.0,15037.18,387.835938
5441,2025-01-09_17:00-18:00,2025-01-09,17:00-18:00,2025,1,9,4,0,1,17,0,0,38387.641,1443.05481,19.724201,11363.56,-1662.0,14079.019,422.80069
5442,2025-01-09_18:00-19:00,2025-01-09,18:00-19:00,2025,1,9,4,0,1,18,0,0,38670.941,1796.884155,0.08,11390.876,-2067.0,14248.528,420.469879
5443,2025-01-09_19:00-20:00,2025-01-09,19:00-20:00,2025,1,9,4,0,1,19,0,0,38908.77,2225.978027,0.08,11393.595,-2077.0,14429.026,428.081085
5444,2025-01-09_20:00-21:00,2025-01-09,20:00-21:00,2025,1,9,4,0,1,20,0,0,38848.887,2606.703369,0.03,10816.029,-2021.0,14001.896,423.681641
5445,2025-01-09_21:00-22:00,2025-01-09,21:00-22:00,2025,1,9,4,0,1,21,0,0,36239.891,2630.854004,0.0,10267.109,-2762.0,13385.852,388.197723
5446,2025-01-09_22:00-23:00,2025-01-09,22:00-23:00,2025,1,9,4,0,1,22,0,1,32737.912,2562.679443,0.0,9499.103,-2145.0,12470.175,367.872009
5447,2025-01-09_23:00-24:00,2025-01-09,23:00-24:00,2025,1,9,4,0,1,23,0,1,30080.436,2345.706055,0.0,9847.433,-2318.0,12601.346,347.476685
5448,2025-01-10_00:00-01:00,2025-01-10,00:00-01:00,2025,1,10,5,0,1,0,0,1,30173.043,2227.640869,0.0,8645.396,-2107.0,11284.375,367.646637
5449,2025-01-10_01:00-02:00,2025-01-10,01:00-02:00,2025,1,10,5,0,1,1,0,1,28699.596,2047.483887,0.0,8582.279,-2933.0,11186.511,347.533966
5450,2025-01-10_02:00-03:00,2025-01-10,02:00-03:00,2025,1,10,5,0,1,2,0,1,27932.309,1867.35437,0.0,8525.804,-2898.0,11046.938,327.359436
5451,2025-01-10_03:00-04:00,2025-01-10,03:00-04:00,2025,1,10,5,0,1,3,0,1,27421.746,1515.87915,0.0,8532.19,-2818.0,10979.233,337.977966
5452,2025-01-10_04:00-05:00,2025-01-10,04:00-05:00,2025,1,10,5,0,1,4,0,1,27668.895,1271.925049,0.01,8482.421,-3039.0,10903.355,347.137939
5453,2025-01-10_05:00-06:00,2025-01-10,05:00-06:00,2025,1,10,5,0,1,5,0,1,28832.975,1148.770142,0.1,8502.642,-2439.0,10914.704,367.208435
5454,2025-01-10_06:00-07:00,2025-01-10,06:00-07:00,2025,1,10,5,0,1,6,0,1,31812.223,992.496948,2.373,8502.18,-1636.0,10922.879,428.270508
5455,2025-01-10_07:00-08:00,2025-01-10,07:00-08:00,2025,1,10,5,0,1,7,0,0,35342.902,903.129211,714.819153,8505.78,-468.0,11548.123,453.306366
5456,2025-01-10_08:00-09:00,2025-01-10,08:00-09:00,2025,1,10,5,0,1,8,1,0,37604.422,628.00708,4452.624512,8689.575,-2043.0,14078.111,441.099426
5457,2025-01-10_09:00-10:00,2025-01-10,09:00-10:00,2025,1,10,5,0,1,9,1,0,36592.973,328.985016,8625.395508,8077.918,-1140.0,16080.232,349.386841
5458,2025-01-10_10:00-11:00,2025-01-10,10:00-11:00,2025,1,10,5,0,1,10,1,0,35676.574,148.423981,11772.33594,8091.723,-2108.0,17822.756,295.43161
5459,2025-01-10_11:00-12:00,2025-01-10,11:00-12:00,2025,1,10,5,0,1,11,1,0,33127.566,108.751999,12212.77441,8133.355,-2767.0,18362.331,91.040688
5460,2025-01-10_12:00-13:00,2025-01-10,12:00-13:00,2025,1,10,5,0,1,12,1,0,33582.055,67.379005,12087.12988,8183.544,-2438.0,18143.636,110.532486
5461,2025-01-10_13:00-14:00,2025-01-10,13:00-14:00,2025,1,10,5,0,1,13,1,0,33216.027,73.579002,10764.29688,8043.37,-2493.0,16846.43,178.468903
5462,2025-01-10_14:00-15:00,2025-01-10,14:00-15:00,2025,1,10,5,0,1,14,1,0,33574.516,93.369034,7587.665039,8281.152,-1745.0,15114.594,349.673462
5463,2025-01-10_15:00-16:00,2025-01-10,15:00-16:00,2025,1,10,5,0,1,15,1,0,35546.512,96.388016,4171.364746,9994.958,-3854.0,14567.591,424.161285
5464,2025-01-10_16:00-17:00,2025-01-10,16:00-17:00,2025,1,10,5,0,1,16,0,0,37173.242,94.559013,1224.22998,10972.738,-1334.0,13748.187,449.999939
5465,2025-01-10_17:00-18:00,2025-01-10,17:00-18:00,2025,1,10,5,0,1,17,0,0,38540.383,100.532028,20.579599,11260.628,-1289.0,13611.792,448.235809
5466,2025-01-10_18:00-19:00,2025-01-10,18:00-19:00,2025,1,10,5,0,1,18,0,0,38761.293,150.747009,0.05,11680.704,-511.0,13969.988,445.490692
5467,2025-01-10_19:00-20:00,2025-01-10,19:00-20:00,2025,1,10,5,0,1,19,0,0,38778.918,197.500015,0.04,11795.496,466.0,14121.223,452.000244
5468,2025-01-10_20:00-21:00,2025-01-10,20:00-21:00,2025,1,10,5,0,1,20,0,0,38597.16,257.769073,0.06,10830.702,696.0,13166.526,450.811096
5469,2025-01-10_21:00-22:00,2025-01-10,21:00-22:00,2025,1,10,5,0,1,21,0,0,36491.164,280.075012,0.0,10311.806,-257.0,12501.831,448.661011
5470,2025-01-10_22:00-23:00,2025-01-10,22:00-23:00,2025,1,10,5,0,1,22,0,1,33263.613,332.600067,0.0,9624.311,-2073.0,11936.566,442.440674
5471,2025-01-10_23:00-24:00,2025-01-10,23:00-24:00,2025,1,10,5,0,1,23,0,1,30622.039,386.813019,0.0,9563.721,-2894.0,11872.433,424.101776
5472,2025-01-11_00:00-01:00,2025-01-11,00:00-01:00,2025,1,11,6,1,1,0,0,1,30561.33,413.946014,0.0,8591.058,-1455.0,10856.153,425.282074
5473,2025-01-11_01:00-02:00,2025-01-11,01:00-02:00,2025,1,11,6,1,1,1,0,1,28762.357,406.412964,0.0,8567.122,-1976.0,10862.745,377.459991
5474,2025-01-11_02:00-03:00,2025-01-11,02:00-03:00,2025,1,11,6,1,1,2,0,1,27879.383,468.777893,0.0,8586.544,-2076.0,10888.387,357.308167
5475,2025-01-11_03:00-04:00,2025-01-11,03:00-04:00,2025,1,11,6,1,1,3,0,1,26959.695,564.563171,0.0,8589.931,-2074.0,10834.939,353.960083
5476,2025-01-11_04:00-05:00,2025-01-11,04:00-05:00,2025,1,11,6,1,1,4,0,1,27248.414,751.045837,0.01,8564.967,-2076.0,10856.043,337.670685
5477,2025-01-11_05:00-06:00,2025-01-11,05:00-06:00,2025,1,11,6,1,1,5,0,1,27838.15,835.725952,0.06,8562.715,-2233.0,10848.369,356.39447
5478,2025-01-11_06:00-07:00,2025-01-11,06:00-07:00,2025,1,11,6,1,1,6,0,1,29303.156,755.091797,0.68,8661.036,-1549.0,10976.316,400.0
5479,2025-01-11_07:00-08:00,2025-01-11,07:00-08:00,2025,1,11,6,1,1,7,0,0,33392.055,743.290161,606.403687,8611.435,-1954.0,11444.143,424.912201
5480,2025-01-11_08:00-09:00,2025-01-11,08:00-09:00,2025,1,11,6,1,1,8,1,0,35731.387,778.289917,3520.414307,8658.735,-2254.0,13810.813,431.395386
5481,2025-01-11_09:00-10:00,2025-01-11,09:00-10:00,2025,1,11,6,1,1,9,1,0,34626.047,787.052124,7917.171875,7977.136,-1207.0,16248.597,295.980255
5482,2025-01-11_10:00-11:00,2025-01-11,10:00-11:00,2025,1,11,6,1,1,10,1,0,33421.055,771.766785,11441.4834,7950.412,-1948.0,18494.226,138.845825
5483,2025-01-11_11:00-12:00,2025-01-11,11:00-12:00,2025,1,11,6,1,1,11,1,0,30891.061,944.879944,12542.43164,7938.777,-3307.0,19723.63,86.769089
5484,2025-01-11_12:00-13:00,2025-01-11,12:00-13:00,2025,1,11,6,1,1,12,1,0,30610.676,1167.310059,12224.62695,7880.8,-3456.0,19697.897,49.184605
5485,2025-01-11_13:00-14:00,2025-01-11,13:00-14:00,2025,1,11,6,1,1,13,1,0,30306.635,1604.265015,10558.6582,7882.821,-3363.0,18917.495,0.690829
5486,2025-01-11_14:00-15:00,2025-01-11,14:00-15:00,2025,1,11,6,1,1,14,1,0,30428.172,2488.917725,8876.756836,8373.068,-2534.0,17683.869,3.778626
5487,2025-01-11_15:00-16:00,2025-01-11,15:00-16:00,2025,1,11,6,1,1,15,1,0,32417.299,3054.540283,5832.536133,10503.104,-3918.0,17086.499,134.754715
5488,2025-01-11_16:00-17:00,2025-01-11,16:00-17:00,2025,1,11,6,1,1,16,0,0,34750.746,3709.532471,1866.396973,11043.482,-1091.0,14915.855,370.324188
5489,2025-01-11_17:00-18:00,2025-01-11,17:00-18:00,2025,1,11,6,1,1,17,0,0,36133.105,4197.403809,27.965599,10916.062,-476.0,14102.129,393.495758
5490,2025-01-11_18:00-19:00,2025-01-11,18:00-19:00,2025,1,11,6,1,1,18,0,0,36724.543,4744.105469,0.07,10997.473,-319.0,14330.649,361.442017
5491,2025-01-11_19:00-20:00,2025-01-11,19:00-20:00,2025,1,11,6,1,1,19,0,0,36743.094,5480.268555,0.08,11067.936,-175.0,14365.986,341.307068
5492,2025-01-11_20:00-21:00,2025-01-11,20:00-21:00,2025,1,11,6,1,1,20,0,0,36903.039,5502.108398,0.1,10846.413,-246.0,13981.542,365.983521
5493,2025-01-11_21:00-22:00,2025-01-11,21:00-22:00,2025,1,11,6,1,1,21,0,0,35010.91,5217.460938,0.0,10337.153,-1112.0,13460.464,429.222809
5494,2025-01-11_22:00-23:00,2025-01-11,22:00-23:00,2025,1,11,6,1,1,22,0,1,31867.637,4680.782227,0.0,9775.256,-2276.0,12936.214,427.243317
5495,2025-01-11_23:00-24:00,2025-01-11,23:00-24:00,2025,1,11,6,1,1,23,0,1,29466.018,4258.293457,0.0,9647.546,-3242.0,12663.106,314.984924
5496,2025-01-12_00:00-01:00,2025-01-12,00:00-01:00,2025,1,12,7,1,1,0,0,1,29515.254,3923.867188,0.0,8694.901,-2071.0,11759.482,393.35022
5497,2025-01-12_01:00-02:00,2025-01-12,01:00-02:00,2025,1,12,7,1,1,1,0,1,27894.199,3783.369385,0.0,8663.419,-2420.0,11664.837,349.999969
5498,2025-01-12_02:00-03:00,2025-01-12,02:00-03:00,2025,1,12,7,1,1,2,0,1,26947.441,3419.56958,0.0,8552.83,-2517.0,11563.216,333.350067
5499,2025-01-12_03:00-04:00,2025-01-12,03:00-04:00,2025,1,12,7,1,1,3,0,1,26329.021,3185.794189,0.0,8501.518,-2033.0,11425.334,319.999878
5500,2025-01-12_04:00-05:00,2025-01-12,04:00-05:00,2025,1,12,7,1,1,4,0,1,26490.266,3124.041992,0.01,8507.24,-2225.0,11191.452,333.349884
5501,2025-01-12_05:00-06:00,2025-01-12,05:00-06:00,2025,1,12,7,1,1,5,0,1,27061.242,2660.276611,119.639999,8508.021,-2312.0,11083.615,393.350281
5502,2025-01-12_06:00-07:00,2025-01-12,06:00-07:00,2025,1,12,7,1,1,6,0,1,28666.879,2740.642578,0.892,8604.195,-1546.0,11273.981,427.999847
5503,2025-01-12_07:00-08:00,2025-01-12,07:00-08:00,2025,1,12,7,1,1,7,0,0,31889.746,2854.987061,728.169312,8602.438,-244.0,11767.188,443.999451
5504,2025-01-12_08:00-09:00,2025-01-12,08:00-09:00,2025,1,12,7,1,1,8,1,0,33983.367,2783.738525,4204.373047,8731.327,-2390.0,14439.835,424.6521
5505,2025-01-12_09:00-10:00,2025-01-12,09:00-10:00,2025,1,12,7,1,1,9,1,0,32711.621,2202.703125,8617.168945,8025.324,-798.0,16647.666,117.938141
5506,2025-01-12_10:00-11:00,2025-01-12,10:00-11:00,2025,1,12,7,1,1,10,1,0,31761.924,1314.066284,11568.45117,8149.287,-1839.0,18633.719,111.312187
5507,2025-01-12_11:00-12:00,2025-01-12,11:00-12:00,2025,1,12,7,1,1,11,1,0,29614.41,812.982666,11315.11816,7990.437,-2284.0,19424.423,17.004772
5508,2025-01-12_12:00-13:00,2025-01-12,12:00-13:00,2025,1,12,7,1,1,12,1,0,29626.324,594.114685,11456.35449,8018.358,-2660.0,19481.648,0.885075
5509,2025-01-12_13:00-14:00,2025-01-12,13:00-14:00,2025,1,12,7,1,1,13,1,0,29086.098,534.473694,10099.57422,7987.95,-2167.0,18686.283,0.0
5510,2025-01-12_14:00-15:00,2025-01-12,14:00-15:00,2025,1,12,7,1,1,14,1,0,29459.107,584.529968,9021.905273,8276.866,-1824.0,17353.518,22.676985
5511,2025-01-12_15:00-16:00,2025-01-12,15:00-16:00,2025,1,12,7,1,1,15,1,0,31389.199,623.833984,6106.854492,10566.411,-2543.0,16765.297,291.0
5512,2025-01-12_16:00-17:00,2025-01-12,16:00-17:00,2025,1,12,7,1,1,16,0,0,33889.773,649.808044,1801.1427,11019.622,-860.0,14361.406,443.999695
5513,2025-01-12_17:00-18:00,2025-01-12,17:00-18:00,2025,1,12,7,1,1,17,0,0,35641.176,854.463928,31.1101,11300.834,-384.0,13927.81,448.999786
5514,2025-01-12_18:00-19:00,2025-01-12,18:00-19:00,2025,1,12,7,1,1,18,0,0,36247.887,1348.005249,0.1,11288.966,591.0,13964.336,444.000031
5515,2025-01-12_19:00-20:00,2025-01-12,19:00-20:00,2025,1,12,7,1,1,19,0,0,36754.703,1788.88501,0.04,11236.452,632.0,13911.545,449.999786
5516,2025-01-12_20:00-21:00,2025-01-12,20:00-21:00,2025,1,12,7,1,1,20,0,0,36442.832,2100.599854,0.1,10702.015,1014.0,13338.306,447.060486
5517,2025-01-12_21:00-22:00,2025-01-12,21:00-22:00,2025,1,12,7,1,1,21,0,0,33932.762,2263.997803,0.0,10271.254,308.0,12879.073,449.999817
5518,2025-01-12_22:00-23:00,2025-01-12,22:00-23:00,2025,1,12,7,1,1,22,0,1,30766.164,2349.151611,0.0,9568.854,-948.0,12090.974,444.000092
5519,2025-01-12_23:00-24:00,2025-01-12,23:00-24:00,2025,1,12,7,1,1,23,0,1,28543.99,2361.463379,0.0,10234.662,-2735.0,12800.231,425.999847
5520,2025-01-13_00:00-01:00,2025-01-13,00:00-01:00,2025,1,13,1,0,1,0,0,1,28647.881,2563.068359,0.0,8822.579,-1373.0,11400.014,353.349854
5521,2025-01-13_01:00-02:00,2025-01-13,01:00-02:00,2025,1,13,1,0,1,1,0,1,27030.656,3002.176758,0.0,8713.239,-1331.0,11279.617,353.350067
5522,2025-01-13_02:00-03:00,2025-01-13,02:00-03:00,2025,1,13,1,0,1,2,0,1,26202.422,3283.088379,0.0,8629.941,-1481.0,11216.938,314.659882
5523,2025-01-13_03:00-04:00,2025-01-13,03:00-04:00,2025,1,13,1,0,1,3,0,1,25794.602,3246.069336,0.0,8526.281,-1512.0,11105.907,314.659424
5524,2025-01-13_04:00-05:00,2025-01-13,04:00-05:00,2025,1,13,1,0,1,4,0,1,26025.613,3115.520752,0.01,8530.869,-1966.0,11087.104,323.555634
5525,2025-01-13_05:00-06:00,2025-01-13,05:00-06:00,2025,1,13,1,0,1,5,0,1,27247.234,2693.45874,0.08,8508.316,-1868.0,11035.942,353.349823
5526,2025-01-13_06:00-07:00,2025-01-13,06:00-07:00,2025,1,13,1,0,1,6,0,1,29916.99,2533.378906,2.816,9141.922,-1564.0,11677.272,373.349792
5527,2025-01-13_07:00-08:00,2025-01-13,07:00-08:00,2025,1,13,1,0,1,7,0,0,33838.281,2525.658447,709.161194,9816.963,-1166.0,12786.122,445.999695
5528,2025-01-13_08:00-09:00,2025-01-13,08:00-09:00,2025,1,13,1,0,1,8,1,0,36278.547,2289.145508,3783.945313,9889.711,-1024.0,15013.517,444.962006
5529,2025-01-13_09:00-10:00,2025-01-13,09:00-10:00,2025,1,13,1,0,1,9,1,0,34879.09,1969.204102,7645.757324,8115.377,-647.0,16165.405,338.722839
5530,2025-01-13_10:00-11:00,2025-01-13,10:00-11:00,2025,1,13,1,0,1,10,1,0,33897.34,1375.331299,11006.97754,8198.674,-1299.0,18430.244,232.252228
5531,2025-01-13_11:00-12:00,2025-01-13,11:00-12:00,2025,1,13,1,0,1,11,1,0,31186.174,979.997864,11958.22363,8191.385,-1722.0,19538.134,132.529068
5532,2025-01-13_12:00-13:00,2025-01-13,12:00-13:00,2025,1,13,1,0,1,12,1,0,31160.992,960.005493,11897.39844,8121.86,-2463.0,19380.991,80.901932
5533,2025-01-13_13:00-14:00,2025-01-13,13:00-14:00,2025,1,13,1,0,1,13,1,0,31074.535,1118.47168,10790.90625,8241.442,-2365.0,18706.454,82.844345
5534,2025-01-13_14:00-15:00,2025-01-13,14:00-15:00,2025,1,13,1,0,1,14,1,0,31474.93,1089.667969,8012.511719,8722.087,-1322.0,16371.467,328.978668
5535,2025-01-13_15:00-16:00,2025-01-13,15:00-16:00,2025,1,13,1,0,1,15,1,0,33259.625,1058.412842,4165.256348,10721.189,-2321.0,15730.152,424.53714
5536,2025-01-13_16:00-17:00,2025-01-13,16:00-17:00,2025,1,13,1,0,1,16,0,0,35086.137,875.774719,1084.332153,11623.108,-1813.0,14666.884,452.358276
5537,2025-01-13_17:00-18:00,2025-01-13,17:00-18:00,2025,1,13,1,0,1,17,0,0,35790.547,900.69812,16.426302,12038.921,-903.0,14680.57,444.000092
5538,2025-01-13_18:00-19:00,2025-01-13,18:00-19:00,2025,1,13,1,0,1,18,0,0,36117.969,1251.541016,0.08,12070.334,-205.0,14712.686,430.000092
5539,2025-01-13_19:00-20:00,2025-01-13,19:00-20:00,2025,1,13,1,0,1,19,0,0,36130.738,1259.275024,0.05,12107.505,-64.0,14801.856,445.859924
5540,2025-01-13_20:00-21:00,2025-01-13,20:00-21:00,2025,1,13,1,0,1,20,0,0,36095.688,1196.247803,0.12,11601.954,12.0,14232.034,442.309631
5541,2025-01-13_21:00-22:00,2025-01-13,21:00-22:00,2025,1,13,1,0,1,21,0,0,33936.949,1114.87793,0.0,10932.484,-797.0,13520.15,446.000183
5542,2025-01-13_22:00-23:00,2025-01-13,22:00-23:00,2025,1,13,1,0,1,22,0,1,30999.488,861.090332,0.0,9878.467,-807.0,12550.95,432.000031
